Satellite Messages
"Message 23458V[1.3]B[0003266717]L[-0.005506,-0.001283,595.4]R[-0.106261,-0.257433,-0.019988]A[-0.186928,-0.060508,0.149499]G[-0.049463,-0.213895,1.494831]"
"Message 23459V[1.3]B[0003266717]L[-0.015414,-0.010702,594.7]R[0.360181,-0.725840,-0.000000]A[-0.120715,0.024314,0.185651]G[0.136408,-0.448671,1.310888]"
"Message 23460V[1.3]B[0003266717]L[-0.020896,-0.009052,595.6]R[0.051398,-0.825544,0.005894]A[-0.177085,0.007071,0.134090]G[0.144813,-0.922042,0.992704]"
"Message 23461V[1.3]B[0003266717]L[-0.011117,-0.005202,596.2]R[-0.288791,-1.269530,0.001393]A[-0.091504,-0.078736,0.171995]G[-0.094563,-1.016862,0.505414]"
"Message 23462V[1.3]B[0003266717]L[-0.004452,-0.001238,596.8]R[0.242324,-1.675601,0.073759]A[-0.159158,-0.068241,0.251366]G[0.182985,-1.183892,0.554406]"
"Message 23463V[1.3]B[0003266717]L[0.001426,0.003571,597.3]R[-0.366957,-1.826873,0.086018]A[-0.129476,-0.005028,0.192312]G[0.005443,-1.514285,0.289907]"
"Message 23464V[1.3]B[0003266717]L[0.003620,-0.004556,597.1]R[0.542449,-1.753848,-0.010712]A[-0.196984,-0.010574,0.219957]G[0.253570,-1.668652,-0.132852]"
"Message 23465V[1.3]B[0003266717]L[-0.001090,-0.005741,597.5]R[0.339966,-1.468867,0.052771]A[-0.175491,0.086979,0.233121]G[0.559882,-1.915942,0.043528]"
"Message 23466V[1.3]B[0003266717]L[-0.007128,-0.000003,597.6]R[1.000622,-1.845098,0.013088]A[-0.088255,0.004672,0.202556]G[0.077176,-1.805828,-0.445544]"
"Message 23467V[1.3]B[0003266717]L[-0.012803,-0.004470,597.6]R[1.723456,-1.525417,0.013881]A[-0.026944,0.070006,0.194605]G[0.140114,-2.193639,-0.359600]"
"Message 23468V[1.3]B[0003266717]L[-0.015683,-0.010108,597.5]R[2.480692,-1.607398,-0.046138]A[-0.031186,0.009892,0.208827]G[0.270899,-1.748664,-0.714975]"
"Message 23469V[1.3]B[0003266717]L[-0.014183,-0.017394,598.0]R[3.235847,-1.540734,-0.089007]A[-0.060343,0.104171,0.163170]G[0.175864,-1.482295,-0.931368]"
"Message 23470V[1.3]B[0003266717]L[-0.022422,-0.016277,597.8]R[3.599446,-1.854137,-0.128482]A[-0.158741,0.018717,0.080195]G[0.363170,-1.382732,-0.513518]"
"Message 23471V[1.3]B[0003266717]L[-0.016464,-0.012400,597.3]R[3.792710,-2.023555,-0.115363]A[-0.212874,-0.021483,0.146605]G[-0.116951,-1.400941,-0.444388]"
"Message 23472V[1.3]B[0003266717]L[-0.011308,-0.012680,596.6]R[2.869034,-2.472939,-0.025838]A[-0.239512,0.054499,0.234362]G[-0.115950,-0.903181,-0.812075]"
"Message 23473V[1.3]B[0003266717]L[-0.010306,-0.006258,596.4]R[3.758355,-2.942997,-0.028657]A[-0.148372,0.087672,0.310045]G[-0.553770,-0.899490,-0.647248]"
"Message 23474V[1.3]B[0003266717]L[-0.002056,-0.002078,595.6]R[3.706560,-2.850222,-0.032571]A[-0.119550,0.157399,0.306785]G[-0.739023,-0.941625,-1.082516]"
"Message 23475V[1.3]B[0003266717]L[-0.003899,-0.000741,594.6]R[4.278904,-2.396720,-0.064186]A[-0.125351,0.242488,0.364623]G[-0.705804,-0.963005,-0.851602]"
"Message 23476V[1.3]B[0003266717]L[-0.004804,-0.000246,595.1]R[4.748727,-2.346914,0.035658]A[-0.215085,0.171736,0.400567]G[-0.734490,-0.732850,-1.093329]"
"Message 23477V[1.3]B[0003266717]L[-0.009674,0.002163,595.3]R[5.236629,-2.623840,-0.047534]A[-0.249077,0.270391,0.303781]G[-0.768145,-0.517237,-1.511421]"
"Message 23478V[1.3]B[0003266717]L[-0.002573,-0.004869,595.0]R[5.304434,-2.701561,-0.058670]A[-0.295685,0.352006,0.247926]G[-0.398653,-0.093111,-1.068012]"
"Message 23479V[1.3]B[0003266717]L[-0.009359,0.003092,594.0]R[4.359200,-3.111589,-0.021724]A[-0.374491,0.264319,0.261045]G[-0.770068,-0.466752,-0.736131]"
"Message 23480V[1.3]B[0003266717]L[-0.001165,0.010048,594.6]R[4.821579,-2.738736,-0.051454]A[-0.346941,0.328822,0.323675]G[-1.045699,-0.915359,-0.959829]"
"Message 23481V[1.3]B[0003266717]L[0.002703,0.016362,594.5]R[4.477742,-3.189895,-0.111850]A[-0.401248,0.354962,0.393366]G[-0.588178,-1.189738,-0.550242]"
"Message 23482V[1.3]B[0003266717]L[0.006462,0.012528,594.9]R[3.799221,-3.420392,-0.195363]A[-0.330376,0.282255,0.488632]G[-1.019517,-0.793800,-0.426911]"
"Message 23483V[1.3]B[0003266717]L[0.008393,0.013688,594.3]R[3.885031,-3.072787,-0.194867]A[-0.376769,0.250213,0.488253]G[-1.436681,-1.145385,-0.878152]"
"Message 23484V[1.3]B[0003266717]L[0.016924,0.012336,593.5]R[4.785182,-3.200095,-0.100302]A[-0.350971,0.197312,0.517979]G[-1.200759,-0.941678,-1.128670]"
"Message 23485V[1.3]B[0003266717]L[0.022192,0.019356,593.3]R[4.257299,-3.167087,-0.165761]A[-0.359445,0.135784,0.561366]G[-1.157904,-0.836509,-1.451220]"
"Message 23486V[1.3]B[0003266717]L[0.030603,0.015706,593.2]R[3.347208,-3.665333,-0.208623]A[-0.385897,0.062776,0.520166]G[-0.878071,-0.492479,-1.470316]"
"Message 23487V[1.3]B[0003266717]L[0.027795,0.020600,593.3]R[3.278351,-3.254896,-0.129844]A[-0.464161,0.141112,0.594375]G[-0.740546,-0.382755,-1.571915]"
"Message 23488V[1.3]B[0003266717]L[0.025499,0.018946,592.7]R[2.847725,-3.499122,-0.201113]A[-0.390974,0.228538,0.591046]G[-1.118884,-0.410796,-2.044124]"
"Message 23489V[1.3]B[0003266717]L[0.026635,0.011570,593.1]R[3.257598,-3.415896,-0.163256]A[-0.478184,0.259242,0.498659]G[-1.174715,-0.657456,-2.000334]"
"Message 23490V[1.3]B[0003266717]L[0.027616,0.007476,593.9]R[3.827336,-3.750204,-0.252134]A[-0.393720,0.173252,0.435576]G[-1.629456,-0.555489,-2.080196]"
"Message 23491V[1.3]B[0003266717]L[0.020006,-0.000755,593.7]R[3.907066,-3.369232,-0.267399]A[-0.359368,0.115761,0.501861]G[-1.161822,-0.950566,-2.329104]"
"Message 23492V[1.3]B[0003266717]L[0.026936,-0.006621,593.2]R[4.309107,-3.277215,-0.317391]A[-0.337189,0.155383,0.481441]G[-1.394714,-0.561509,-1.871474]"
"Message 23493V[1.3]B[0003266717]L[0.035089,0.000366,592.2]R[3.860870,-3.455479,-0.412500]A[-0.281535,0.056148,0.517092]G[-1.037299,-0.542351,-1.417190]"
"Message 23494V[1.3]B[0003266717]L[0.029828,0.007112,592.6]R[3.313953,-3.441379,-0.335029]A[-0.373078,0.152754,0.554367]G[-0.654506,-0.976474,-1.157093]"
"Message 23495V[1.3]B[0003266717]L[0.038522,0.005318,591.8]R[4.220412,-3.808531,-0.293308]A[-0.441711,0.116369,0.646128]G[-0.185781,-1.014080,-0.791992]"
"Message 23496V[1.3]B[0003266717]L[0.031487,-0.001506,590.8]R[3.650190,-4.207100,-0.335936]A[-0.465849,0.216093,0.699490]G[0.001539,-0.585808,-0.687017]"
"Message 23497V[1.3]B[0003266717]L[0.036887,-0.009200,590.0]R[3.648723,-4.459028,-0.280742]A[-0.533422,0.117402,0.651505]G[-0.086367,-0.261123,-0.914202]"
"Message 23498V[1.3]B[0003266717]L[0.031689,-0.003346,590.9]R[2.947195,-4.861199,-0.373663]A[-0.444776,0.153959,0.591900]G[-0.157737,0.128582,-0.976413]"
"Message 23499V[1.3]B[0003266717]L[0.037713,0.001092,591.4]R[2.572347,-4.504555,-0.423531]A[-0.381461,0.190646,0.579796]G[-0.364807,0.523901,-1.299681]"
"Message 23500V[1.3]B[0003266717]L[0.031724,-0.001649,592.1]R[3.152353,-4.520655,-0.437708]A[-0.292548,0.236834,0.598116]G[-0.254191,0.275962,-0.989761]"
"Message 23501V[1.3]B[0003266717]L[0.025042,0.006667,592.0]R[2.661023,-4.072662,-0.529661]A[-0.269600,0.195083,0.672725]G[0.088463,-0.015451,-0.622896]"
"Message 23502V[1.3]B[0003266717]L[0.034692,0.007228,592.7]R[2.120986,-3.607680,-0.553595]A[-0.253652,0.250021,0.624442]G[0.269859,0.339012,-1.065418]"
"Message 23503V[1.3]B[0003266717]L[0.042483,0.000230,592.5]R[1.359253,-3.406598,-0.547203]A[-0.261954,0.321017,0.706290]G[0.566168,0.081706,-1.164840]"
"Message 23504V[1.3]B[0003266717]L[0.034808,0.005009,591.5]R[2.273929,-3.290018,-0.548633]A[-0.192047,0.245108,0.701349]G[0.137107,-0.134018,-1.506839]"
"Message 23505V[1.3]B[0003266717]L[0.027227,0.000460,590.5]R[2.152141,-3.651771,-0.491404]A[-0.163676,0.307748,0.720383]G[0.482325,-0.633250,-1.443606]"
"Message 23506V[1.3]B[0003266717]L[0.017819,-0.005733,590.1]R[2.648756,-3.441860,-0.402200]A[-0.160769,0.291640,0.653886]G[0.491860,-0.873921,-1.422179]"
"Message 23507V[1.3]B[0003266717]L[0.024284,-0.009026,590.3]R[2.101485,-3.078052,-0.375025]A[-0.075565,0.372360,0.626185]G[0.719232,-1.266443,-1.813952]"
"Message 23508V[1.3]B[0003266717]L[0.034099,-0.014317,590.0]R[3.081172,-2.729099,-0.289859]A[-0.159118,0.366105,0.543936]G[0.940712,-0.933010,-2.291537]"
"Message 23509V[1.3]B[0003266717]L[0.042252,-0.021860,590.1]R[3.860981,-2.650080,-0.267998]A[-0.096733,0.322649,0.571690]G[1.350807,-0.768026,-1.807863]"
"Message 23510V[1.3]B[0003266717]L[0.038123,-0.025111,590.5]R[3.528248,-2.321926,-0.330140]A[-0.155101,0.388859,0.474135]G[1.064018,-1.232371,-1.798546]"
"Message 23511V[1.3]B[0003266717]L[0.038863,-0.028092,590.5]R[3.849078,-2.567791,-0.362081]A[-0.151845,0.411892,0.422416]G[0.862066,-0.970073,-1.688091]"
"Message 23512V[1.3]B[0003266717]L[0.036139,-0.037496,591.1]R[4.222850,-2.736591,-0.392654]A[-0.186206,0.347687,0.436808]G[0.768036,-1.269548,-1.250084]"
"Message 23513V[1.3]B[0003266717]L[0.043778,-0.043673,591.2]R[3.981624,-2.501044,-0.478217]A[-0.092216,0.303811,0.360162]G[0.843854,-0.844616,-0.810180]"
"Message 23514V[1.3]B[0003266717]L[0.039676,-0.049530,590.9]R[3.365580,-2.348956,-0.422673]A[-0.004196,0.256868,0.378813]G[0.616755,-1.319202,-0.560258]"
"Message 23515V[1.3]B[0003266717]L[0.044389,-0.045715,590.0]R[3.050558,-2.686192,-0.375343]A[0.046248,0.294751,0.294504]G[1.056394,-1.152548,-0.787116]"
"Message 23516V[1.3]B[0003266717]L[0.050202,-0.046279,589.6]R[2.198958,-3.153632,-0.341118]A[0.029646,0.326463,0.249415]G[0.849926,-1.482955,-0.766940]"
"Message 23517V[1.3]B[0003266717]L[0.048262,-0.049047,588.9]R[3.119394,-3.608528,-0.323728]A[0.005538,0.337333,0.300773]G[0.514841,-1.242448,-0.578036]"
"Message 23518V[1.3]B[0003266717]L[0.055259,-0.057916,587.9]R[3.634890,-3.251676,-0.224712]A[-0.074360,0.258890,0.384754]G[0.300679,-1.575687,-0.741153]"
"Message 23519V[1.3]B[0003266717]L[0.052204,-0.064336,588.8]R[3.776189,-2.937056,-0.214790]A[-0.125059,0.282411,0.361904]G[0.037359,-1.216054,-0.822903]"
"Message 23520V[1.3]B[0003266717]L[0.052590,-0.072885,588.7]R[3.903127,-2.954241,-0.264476]A[-0.175191,0.382300,0.305685]G[-0.257714,-1.540003,-0.772956]"
"Message 23521V[1.3]B[0003266717]L[0.042714,-0.078902,588.6]R[4.065364,-2.887519,-0.253485]A[-0.124691,0.305974,0.254845]G[-0.235613,-2.016949,-0.634062]"
"Message 23522V[1.3]B[0003266717]L[0.046581,-0.085660,588.8]R[4.755726,-3.347240,-0.248155]A[-0.136567,0.249221,0.218221]G[-0.472121,-1.910851,-0.984237]"
"Message 23523V[1.3]B[0003266717]L[0.043944,-0.090174,588.8]R[4.283467,-3.525182,-0.300448]A[-0.227290,0.269275,0.130843]G[-0.709705,-2.051089,-0.998349]"
"Message 23524V[1.3]B[0003266717]L[0.036301,-0.086259,588.9]R[4.653380,-3.265864,-0.251808]A[-0.268785,0.176519,0.151773]G[-0.323864,-2.534942,-0.597629]"
"Message 23525V[1.3]B[0003266717]L[0.034841,-0.084366,589.1]R[3.665839,-3.179091,-0.258883]A[-0.235314,0.217271,0.213883]G[0.046134,-2.125890,-0.318195]"
"Message 23526V[1.3]B[0003266717]L[0.024852,-0.074514,588.8]R[4.557087,-3.512922,-0.298477]A[-0.208310,0.142415,0.229119]G[0.171659,-1.930853,-0.115850]"
"Message 23527V[1.3]B[0003266717]L[0.027064,-0.082912,588.6]R[5.293633,-3.830221,-0.336008]A[-0.140340,0.232218,0.304303]G[-0.126512,-1.979634,0.147154]"
"Message 23528V[1.3]B[0003266717]L[0.021131,-0.083675,587.8]R[5.080504,-4.269959,-0.249938]A[-0.152719,0.182483,0.329121]G[-0.003272,-2.077631,0.571288]"
"Message 23529V[1.3]B[0003266717]L[0.018560,-0.081861,588.1]R[5.435351,-4.437453,-0.306737]A[-0.085818,0.239998,0.268499]G[-0.333103,-1.993625,0.373023]"
"Message 23530V[1.3]B[0003266717]L[0.010731,-0.087068,587.3]R[4.526636,-4.535883,-0.352154]A[-0.166531,0.282002,0.227247]G[0.012185,-2.359792,0.818405]"
"Message 23531V[1.3]B[0003266717]L[0.012933,-0.089108,587.2]R[4.651167,-4.692823,-0.443831]A[-0.246349,0.354041,0.187349]G[0.227586,-1.948846,0.386831]"
"Message 23532V[1.3]B[0003266717]L[0.012162,-0.080614,587.5]R[5.030044,-4.496103,-0.512989]A[-0.161829,0.312246,0.159843]G[0.252791,-1.618891,0.883169]"
"Message 23533V[1.3]B[0003266717]L[0.012681,-0.086562,588.2]R[4.512097,-4.533633,-0.517209]A[-0.214135,0.252361,0.104325]G[0.095810,-1.813527,0.771712]"
"Message 23534V[1.3]B[0003266717]L[0.019389,-0.089446,589.0]R[3.585484,-4.210805,-0.571034]A[-0.277040,0.321677,0.036851]G[-0.224121,-2.052058,0.357603]"
